profile,decode_seconds,encode_seconds,preview_seconds,db_seconds,total_seconds
latent-recommend-artifacts-run1,0.4286692706469986,0.641339991798,0.30609833101100165,0.0070298434720002375,1.3833615655219986
latent-recommend-artifacts-run2,0.734530791638997,1.1128050611860085,0.5027858475939988,0.009214630397000746,2.3596648780249945
